sample_id,augmented_sample_id,source_sample_id,user_id,label,role,outer_fold_id,inner_fold_id,num_points,num_strokes,bbox_width,bbox_height,bbox_area,bbox_aspect,centroid_x,centroid_y,std_x,std_y,start_x,start_y,end_x,end_y,delta_x,delta_y,path_length,straight_line_distance,straightness,stroke_transition_count,longest_stroke_ratio,single_point_strokes,dwell_step_ratio,step_mean,step_std,step_min,step_max,step_median,step_q25,step_q75,same_stroke_step_mean,same_stroke_step_std,same_stroke_step_min,same_stroke_step_max,same_stroke_step_median,same_stroke_step_q25,same_stroke_step_q75,acceleration_mean,acceleration_std,acceleration_min,acceleration_max,acceleration_median,acceleration_q25,acceleration_q75,curvature_mean,curvature_std,curvature_min,curvature_max,curvature_median,curvature_q25,curvature_q75,stroke_duration_points_mean,stroke_duration_points_std,stroke_duration_points_min,stroke_duration_points_max,stroke_duration_points_median,stroke_duration_points_q25,stroke_duration_points_q75,feature8d_0_mean,feature8d_0_std,feature8d_0_min,feature8d_0_max,feature8d_0_median,feature8d_0_q25,feature8d_0_q75,feature8d_1_mean,feature8d_1_std,feature8d_1_min,feature8d_1_max,feature8d_1_median,feature8d_1_q25,feature8d_1_q75,feature8d_2_mean,feature8d_2_std,feature8d_2_min,feature8d_2_max,feature8d_2_median,feature8d_2_q25,feature8d_2_q75,feature8d_3_mean,feature8d_3_std,feature8d_3_min,feature8d_3_max,feature8d_3_median,feature8d_3_q25,feature8d_3_q75,feature8d_4_mean,feature8d_4_std,feature8d_4_min,feature8d_4_max,feature8d_4_median,feature8d_4_q25,feature8d_4_q75,feature8d_5_mean,feature8d_5_std,feature8d_5_min,feature8d_5_max,feature8d_5_median,feature8d_5_q25,feature8d_5_q75,feature8d_6_mean,feature8d_6_std,feature8d_6_min,feature8d_6_max,feature8d_6_median,feature8d_6_q25,feature8d_6_q75,feature8d_7_mean,feature8d_7_std,feature8d_7_min,feature8d_7_max,feature8d_7_median,feature8d_7_q25,feature8d_7_q75
20260711_220822_wgaxvc__outer01__inner02__aug03,20260711_220822_wgaxvc__outer01__inner02__aug03,20260711_220822_wgaxvc,user4,ঈ,train,1,2,745.0,4.0,0.846332,1.113359,0.942271,0.760161,0.224297,-0.024025,0.17501,0.287032,-0.059354,-0.201868,-0.354298,-0.549472,-0.294944,-0.347604,13.279248,0.455873,0.03433,3.0,0.708725,0.0,0.012146,0.017848,0.032336,0.000256,0.847991,0.014788,0.009406,0.021498,0.016602,0.01048,0.000256,0.102039,0.014777,0.009401,0.021355,7e-06,0.045705,-0.835912,0.829388,0.000184,-0.007761,0.007509,1.955938,0.872899,0.003998,3.139048,2.190971,1.365681,2.67382,186.25,202.758939,2.0,528.0,107.5,62.0,231.75,-0.000202,0.014345,-0.061857,0.060074,-0.00033,-0.008712,0.008454,0.000502,0.013316,-0.081153,0.049515,0.0,-0.007451,0.00905,0.025586,0.690048,-0.999999,0.999925,0.0,-0.629507,0.700862,0.000458,0.723311,-0.999998,1.0,-0.043569,-0.718935,0.764986,0.014365,0.669224,-0.999999,0.999997,0.010877,-0.596427,0.633334,-0.290816,0.683636,-0.999997,1.0,-0.575319,-0.890099,0.232174,0.994631,0.073077,0.0,1.0,1.0,1.0,1.0,0.005369,0.073077,0.0,1.0,0.0,0.0,0.0
20260711_220837_dby4gx__outer01__inner02__aug01,20260711_220837_dby4gx__outer01__inner02__aug01,20260711_220837_dby4gx,user4,ঈ,train,1,2,656.0,14.0,0.821088,0.970664,0.797001,0.845903,0.037051,-0.082097,0.22739,0.256875,-0.242359,-0.195151,-0.335516,-0.319102,-0.093157,-0.123951,8.515868,0.155055,0.018208,13.0,0.262195,4.0,0.037383,0.013001,0.037656,0.000168,0.919007,0.00779,0.004802,0.013611,0.011156,0.011178,0.000168,0.103047,0.007662,0.004745,0.013223,-1.5e-05,0.053422,-0.908799,0.909545,0.000124,-0.005541,0.006026,1.829291,0.928495,0.005762,3.139239,2.04267,0.984851,2.656459,46.857143,56.256882,1.0,172.0,16.0,1.25,101.0,0.00067,0.011269,-0.079051,0.062714,0.0,-0.004007,0.004684,0.000817,0.010768,-0.066103,0.070703,0.000199,-0.003992,0.004736,0.03901,0.68511,-0.999992,0.999993,0.053498,-0.636479,0.716536,0.030027,0.726774,-0.999992,1.0,0.077503,-0.706188,0.753778,0.03357,0.650349,-0.999996,0.999998,0.046424,-0.587246,0.629912,-0.170208,0.739559,-0.999997,1.0,-0.426598,-0.878807,0.614983,0.978659,0.14452,0.0,1.0,1.0,1.0,1.0,0.021341,0.14452,0.0,1.0,0.0,0.0,0.0
20260711_220837_dby4gx__outer01__inner02__aug02,20260711_220837_dby4gx__outer01__inner02__aug02,20260711_220837_dby4gx,user4,ঈ,train,1,2,617.0,14.0,0.818562,0.949757,0.777435,0.861865,0.039803,-0.031133,0.224754,0.250897,-0.225019,-0.130674,-0.327059,-0.257537,-0.10204,-0.126863,10.528581,0.162808,0.015463,13.0,0.264182,4.0,0.004975,0.017092,0.037373,0.001194,0.892941,0.012764,0.008138,0.019294,0.015195,0.010765,0.001194,0.108978,0.012663,0.008027,0.019092,0.0,0.052638,-0.881323,0.869504,6.5e-05,-0.007561,0.007089,1.824872,0.926364,0.001739,3.140726,1.987122,1.067235,2.637937,44.071429,53.13388,1.0,163.0,14.0,1.5,96.25,0.000668,0.013514,-0.06762,0.06487,0.000714,-0.007018,0.00832,0.000814,0.012456,-0.047234,0.087866,0.0,-0.006819,0.007633,0.023526,0.692101,-1.0,1.0,0.0,-0.663997,0.686104,0.070597,0.717954,-0.999999,1.0,0.171587,-0.633417,0.791112,0.009443,0.654821,-1.0,0.999981,0.0,-0.597112,0.583084,-0.161298,0.738311,-1.0,1.0,-0.350986,-0.874824,0.593363,0.97731,0.148915,0.0,1.0,1.0,1.0,1.0,0.02269,0.148915,0.0,1.0,0.0,0.0,0.0
20260711_220837_dby4gx__outer01__inner02__aug03,20260711_220837_dby4gx__outer01__inner02__aug03,20260711_220837_dby4gx,user4,ঈ,train,1,2,782.0,15.0,0.702405,0.923473,0.648652,0.760612,0.107573,-0.064093,0.193553,0.238957,-0.136207,-0.178486,-0.20648,-0.282039,-0.070273,-0.103553,12.084862,0.125146,0.010356,14.0,0.264706,4.0,0.022164,0.015474,0.030559,0.000348,0.819005,0.012433,0.007886,0.018353,0.014197,0.00952,0.000348,0.079342,0.012407,0.007881,0.01826,2e-05,0.042956,-0.805465,0.797064,-0.000244,-0.007249,0.007351,1.935979,0.895191,0.003334,3.138438,2.140996,1.253641,2.718559,52.133333,66.846956,1.0,207.0,11.0,1.5,117.5,0.000474,0.011926,-0.045388,0.062583,0.0,-0.006132,0.007426,0.000657,0.011988,-0.042361,0.067478,0.0,-0.006275,0.007459,0.019002,0.703445,-0.999942,0.999967,0.0,-0.677629,0.742202,0.050364,0.708709,-0.999814,1.0,0.053809,-0.621738,0.769432,0.05858,0.647109,-0.999999,0.999992,0.131543,-0.536929,0.648158,-0.250092,0.717825,-0.999995,1.0,-0.532007,-0.908494,0.423501,0.980818,0.137163,0.0,1.0,1.0,1.0,1.0,0.019182,0.137163,0.0,1.0,0.0,0.0,0.0
20260711_220850_xo5kch__outer01__inner02__aug01,20260711_220850_xo5kch__outer01__inner02__aug01,20260711_220850_xo5kch,user4,ঈ,train,1,2,693.0,7.0,0.881402,0.99693,0.878696,0.884116,0.159173,-0.152353,0.20337,0.216947,-0.145581,-0.214929,-0.357077,-0.437505,-0.211496,-0.222576,10.456997,0.307035,0.029362,6.0,0.836941,3.0,0.021866,0.015111,0.032653,0.000601,0.830151,0.011659,0.007411,0.01744,0.013877,0.01021,0.000601,0.091826,0.011647,0.007388,0.017398,1.4e-05,0.045529,-0.817842,0.790476,-0.000384,-0.00632,0.006203,1.793069,0.929471,0.001416,3.139622,1.958416,1.010735,2.619587,99.0,199.302355,1.0,580.0,2.0,1.0,54.0,-8.2e-05,0.01251,-0.071789,0.077725,0.0,-0.006861,0.00662,0.000829,0.011688,-0.053449,0.090798,0.000371,-0.006393,0.006904,0.011392,0.698424,-1.0,0.999997,0.044607,-0.686739,0.695848,0.018215,0.715361,-0.999997,1.0,0.023218,-0.693266,0.750599,-0.013847,0.671323,-0.999954,0.999992,-0.030889,-0.667711,0.644909,-0.154264,0.724801,-0.999998,1.0,-0.367664,-0.856489,0.569334,0.989899,0.099995,0.0,1.0,1.0,1.0,1.0,0.010101,0.099995,0.0,1.0,0.0,0.0,0.0
20260711_220850_xo5kch__outer01__inner02__aug02,20260711_220850_xo5kch__outer01__inner02__aug02,20260711_220850_xo5kch,user4,ঈ,train,1,2,731.0,7.0,0.878253,1.064987,0.935328,0.824661,0.1313,-0.081826,0.197504,0.227107,-0.175803,-0.166614,-0.375199,-0.421593,-0.199396,-0.254979,10.609141,0.323687,0.03051,6.0,0.841313,2.0,0.020718,0.014533,0.032166,0.000165,0.841812,0.010976,0.006852,0.016892,0.013345,0.009773,0.000165,0.071864,0.010904,0.006851,0.016801,9e-06,0.045224,-0.82629,0.82545,-0.00022,-0.006294,0.006301,1.823017,0.905471,0.000139,3.140924,1.968252,1.105755,2.634815,104.428571,211.243162,1.0,615.0,2.0,1.5,55.0,-0.000235,0.012558,-0.070562,0.067227,0.0,-0.006977,0.005964,0.000779,0.010613,-0.047755,0.048989,0.000252,-0.005742,0.006704,0.027063,0.692164,-0.999996,0.999985,0.022477,-0.633469,0.716836,0.003059,0.721226,-0.999977,1.0,0.010037,-0.712036,0.761251,0.017751,0.678575,-0.99998,1.0,0.0,-0.632853,0.686516,-0.1803,0.711837,-0.999999,1.0,-0.375449,-0.873281,0.506031,0.990424,0.097387,0.0,1.0,1.0,1.0,1.0,0.009576,0.097387,0.0,1.0,0.0,0.0,0.0
20260711_220850_xo5kch__outer01__inner02__aug03,20260711_220850_xo5kch__outer01__inner02__aug03,20260711_220850_xo5kch,user4,ঈ,train,1,2,739.0,7.0,0.964078,1.021338,0.984649,0.943936,0.148919,-0.103046,0.221737,0.227595,-0.19242,-0.142515,-0.438185,-0.373735,-0.245765,-0.23122,11.582097,0.337436,0.029134,6.0,0.840325,3.0,0.025956,0.015694,0.033651,0.000382,0.882983,0.012276,0.007754,0.017988,0.014445,0.010514,0.000382,0.093742,0.01224,0.007716,0.017969,-1.7e-05,0.046823,-0.87143,0.839094,-0.00034,-0.006752,0.00647,1.833402,0.915143,0.003239,3.13627,2.047612,1.136777,2.615457,105.571429,213.380851,1.0,621.0,2.0,1.0,56.5,-6.3e-05,0.013501,-0.081167,0.083377,-0.000668,-0.007084,0.006707,0.000844,0.011542,-0.052144,0.066113,0.000403,-0.006294,0.007187,0.033018,0.682593,-0.999923,0.999886,0.057822,-0.586939,0.717354,-0.016224,0.729872,-0.999999,1.0,-0.073421,-0.736861,0.752444,-0.011142,0.670557,-0.999986,0.999996,0.0,-0.657915,0.625579,-0.195939,0.715427,-0.999986,1.0,-0.439446,-0.863302,0.495317,0.990528,0.096863,0.0,1.0,1.0,1.0,1.0,0.009472,0.096863,0.0,1.0,0.0,0.0,0.0
20260711_220906_ehc737__outer01__inner02__aug01,20260711_220906_ehc737__outer01__inner02__aug01,20260711_220906_ehc737,user4,ঈ,train,1,2,591.0,4.0,0.878997,1.126195,0.989922,0.780502,0.150405,0.002993,0.199831,0.250238,-0.239353,-0.165307,-0.386342,-0.40165,-0.146989,-0.236343,10.892618,0.278323,0.025552,3.0,0.839255,2.0,0.017036,0.018462,0.031487,0.000304,0.730807,0.014683,0.009504,0.022431,0.017179,0.011337,0.000304,0.087569,0.01464,0.009496,0.022246,-2.5e-05,0.043503,-0.71495,0.680388,-0.000512,-0.007486,0.007609,1.888254,0.911975,0.006477,3.140134,2.05001,1.156869,2.694681,147.75,204.540186,1.0,496.0,47.0,1.0,193.75,-0.000126,0.015108,-0.060102,0.087248,-3e-06,-0.009299,0.008872,0.000755,0.013855,-0.053826,0.072435,0.000168,-0.007333,0.007859,0.001442,0.671176,-0.999998,0.999997,0.027933,-0.628725,0.628236,-0.006702,0.741266,-0.999996,1.0,-0.001942,-0.800173,0.748126,0.054922,0.666528,-0.999944,0.999669,0.042297,-0.555774,0.70126,-0.22874,0.707391,-0.999999,1.0,-0.440902,-0.897511,0.429555,0.993232,0.08199,0.0,1.0,1.0,1.0,1.0,0.006768,0.08199,0.0,1.0,0.0,0.0,0.0
20260711_220906_ehc737__outer01__inner02__aug02,20260711_220906_ehc737__outer01__inner02__aug02,20260711_220906_ehc737,user4,ঈ,train,1,2,872.0,4.0,0.895081,0.969588,0.86786,0.923156,0.120951,-0.040846,0.20205,0.222596,-0.261246,-0.155271,-0.409811,-0.376605,-0.148565,-0.221334,14.276108,0.266571,0.018673,3.0,0.834862,1.0,0.020737,0.01639,0.024617,0.000259,0.682265,0.013942,0.008623,0.020369,0.015591,0.009807,0.000259,0.078649,0.013931,0.008583,0.02032,6e-06,0.034271,-0.677343,0.648646,-0.000324,-0.006816,0.007069,1.981823,0.883583,0.018576,3.140122,2.207044,1.316892,2.728658,218.0,299.905819,1.0,728.0,71.5,1.75,287.75,4e-06,0.013345,-0.077992,0.053917,-1.5e-05,-0.007727,0.008098,0.000488,0.012624,-0.054387,0.066619,0.00034,-0.007383,0.008115,0.02034,0.695395,-0.999995,0.999999,0.040031,-0.635849,0.70691,0.004107,0.718328,-0.999996,1.0,-0.002129,-0.734657,0.733794,0.015578,0.659917,-1.0,1.0,0.0,-0.589393,0.637554,-0.306384,0.685854,-0.999999,1.0,-0.591511,-0.915867,0.271035,0.995413,0.067573,0.0,1.0,1.0,1.0,1.0,0.004587,0.067573,0.0,1.0,0.0,0.0,0.0
20260711_220906_ehc737__outer01__inner02__aug03,20260711_220906_ehc737__outer01__inner02__aug03,20260711_220906_ehc737,user4,ঈ,train,1,2,634.0,4.0,0.937743,1.071177,1.004489,0.875432,0.124963,-0.05865,0.218159,0.248222,-0.282544,-0.190441,-0.445758,-0.439982,-0.163214,-0.249541,8.12417,0.298177,0.036702,3.0,0.837539,2.0,0.030159,0.012834,0.030741,0.000275,0.733873,0.008373,0.005482,0.013148,0.011638,0.011033,0.000275,0.087565,0.008296,0.005476,0.01297,8e-06,0.043009,-0.725598,0.695551,-0.00033,-0.004951,0.005249,1.806106,0.930482,0.001586,3.129806,1.984264,1.007145,2.614594,158.5,218.903518,1.0,531.0,51.0,1.0,208.5,-4.4e-05,0.012043,-0.063217,0.08662,-0.00016,-0.005508,0.004891,0.000692,0.01049,-0.079053,0.063869,0.000211,-0.004148,0.004995,0.037469,0.678642,-0.999999,0.999999,0.018179,-0.601773,0.711468,-0.006374,0.733485,-1.0,1.0,-0.021589,-0.754146,0.750648,0.004845,0.667855,-0.999956,0.99998,-0.027493,-0.603392,0.644746,-0.169364,0.724749,-0.999929,1.0,-0.386665,-0.862028,0.551613,0.993691,0.079179,0.0,1.0,1.0,1.0,1.0,0.006309,0.079179,0.0,1.0,0.0,0.0,0.0
20260711_220930_a944cy__outer02__inner00__aug01,20260711_220930_a944cy__outer02__inner00__aug01,20260711_220930_a944cy,for_bonhi,ঔ,train,2,0,584.0,8.0,0.505763,0.879581,0.44486,0.575004,-0.069338,-0.198157,0.137348,0.148217,-0.167739,-0.157821,-0.03454,0.448396,0.133199,0.606217,8.138172,0.620678,0.076267,7.0,0.489726,4.0,0.022569,0.013959,0.035551,0.000506,0.832852,0.011217,0.007629,0.015524,0.012213,0.006514,0.000506,0.03985,0.011206,0.007613,0.015463,0.00138,0.037265,-0.204185,0.825355,5.7e-05,-0.005412,0.005376,1.938559,0.905775,0.002466,3.139828,2.141263,1.263005,2.726643,73.0,111.721753,1.0,286.0,1.5,1.0,98.5,-0.000479,0.009759,-0.030533,0.028701,-0.000354,-0.007015,0.006237,-5.8e-05,0.009669,-0.032645,0.036972,0.0,-0.006706,0.006245,-0.004944,0.699352,-0.99995,0.999991,0.0,-0.680813,0.685198,-0.015835,0.714585,-1.0,1.0,-0.057638,-0.733151,0.727963,-0.036315,0.657386,-0.999987,0.999997,-0.029551,-0.624297,0.563397,-0.256176,0.707742,-0.999998,1.0,-0.508362,-0.90925,0.334417,0.986301,0.116237,0.0,1.0,1.0,1.0,1.0,0.013699,0.116237,0.0,1.0,0.0,0.0,0.0
20260711_220930_a944cy__outer02__inner00__aug02,20260711_220930_a944cy__outer02__inner00__aug02,20260711_220930_a944cy,for_bonhi,ঔ,train,2,0,717.0,8.0,0.511349,0.994416,0.508494,0.51422,-0.041981,-0.214553,0.142748,0.172178,-0.157896,-0.184458,-0.086346,0.499152,0.07155,0.68361,7.428361,0.687344,0.09253,7.0,0.482566,4.0,0.036671,0.010375,0.035319,0.000335,0.920882,0.007826,0.005252,0.011012,0.008775,0.005474,0.000335,0.050315,0.0078,0.005234,0.010929,0.001256,0.036693,-0.206076,0.916397,0.000103,-0.003769,0.004063,1.889909,0.881678,0.000142,3.141194,2.057814,1.234606,2.64163,89.625,136.150594,1.0,346.0,1.5,1.0,125.25,-0.000342,0.006934,-0.029568,0.030104,-0.000311,-0.004689,0.004265,-0.000108,0.007587,-0.026412,0.05028,-5e-05,-0.005055,0.004231,-0.024119,0.707042,-0.99999,1.0,-0.004707,-0.747389,0.687854,-0.009438,0.706697,-0.999998,1.0,-0.040976,-0.695333,0.706795,0.031582,0.681068,-1.0,0.999989,0.006556,-0.615674,0.694889,-0.233778,0.693178,-1.0,1.0,-0.44847,-0.877106,0.360336,0.988842,0.105039,0.0,1.0,1.0,1.0,1.0,0.011158,0.105039,0.0,1.0,0.0,0.0,0.0
20260711_220930_a944cy__outer02__inner00__aug03,20260711_220930_a944cy__outer02__inner00__aug03,20260711_220930_a944cy,for_bonhi,ঔ,train,2,0,585.0,8.0,0.540212,0.999373,0.539873,0.540551,-0.032402,-0.265857,0.150821,0.170957,-0.147583,-0.218285,-0.040434,0.462741,0.107149,0.681026,7.325291,0.689404,0.094113,7.0,0.492308,5.0,0.031196,0.012543,0.039832,0.000108,0.9383,0.009055,0.006084,0.013615,0.010583,0.006897,0.000108,0.046516,0.009035,0.006008,0.013544,0.001546,0.041685,-0.196241,0.936728,-0.000115,-0.005371,0.005398,1.888376,0.912304,0.004173,3.138209,2.066307,1.120621,2.683807,73.125,111.652852,1.0,288.0,1.0,1.0,100.0,-0.000461,0.008589,-0.032192,0.040995,-0.000153,-0.006062,0.00489,-0.000169,0.009132,-0.037409,0.043171,-7e-05,-0.005711,0.004977,-0.014132,0.705638,-0.999991,0.999772,-0.011274,-0.698624,0.728606,-0.006681,0.708399,-0.999998,1.0,-0.023594,-0.720524,0.677089,0.041062,0.659428,-0.999973,1.0,0.01342,-0.586419,0.680674,-0.228548,0.715006,-0.999994,1.0,-0.470291,-0.895946,0.482917,0.986325,0.116139,0.0,1.0,1.0,1.0,1.0,0.013675,0.116139,0.0,1.0,0.0,0.0,0.0
20260703_231939_jmltkn__outer02__inner00__aug01,20260703_231939_jmltkn__outer02__inner00__aug01,20260703_231939_jmltkn,user1,অ,train,2,0,106.0,1.0,0.936934,0.628125,0.588512,1.491636,0.095897,-0.103031,0.257544,0.187505,0.074349,-0.350112,0.158027,0.172938,0.083678,0.52305,3.923,0.529701,0.135025,0.0,1.0,0.0,0.009524,0.037362,0.025741,0.001278,0.136035,0.031565,0.015986,0.050709,0.037362,0.025741,0.001278,0.136035,0.031565,0.015986,0.050709,0.000349,0.029079,-0.059324,0.091609,-0.005603,-0.019082,0.01434,0.739143,0.780593,0.00354,3.11524,0.418117,0.175933,0.972237,106.0,0.0,106.0,106.0,106.0,106.0,106.0,0.000789,0.032731,-0.072263,0.13603,-0.001729,-0.018645,0.013986,0.004934,0.030705,-0.089798,0.076921,0.005231,-0.0059,0.01879,0.167317,0.676805,-0.998857,0.999997,0.189585,-0.378982,0.884339,0.046016,0.715418,-0.99519,1.0,-0.060825,-0.60231,0.914101,0.014497,0.533729,-0.993784,0.987892,0.02575,-0.316553,0.390471,0.625627,0.568783,-0.999651,1.0,0.91552,0.568399,0.98533,0.990566,0.096669,0.0,1.0,1.0,1.0,1.0,0.009434,0.096669,0.0,1.0,0.0,0.0,0.0
20260703_231939_jmltkn__outer02__inner00__aug02,20260703_231939_jmltkn__outer02__inner00__aug02,20260703_231939_jmltkn,user1,অ,train,2,0,89.0,1.0,1.053312,0.669537,0.705231,1.573195,0.164082,-0.05882,0.278985,0.199848,0.113393,-0.319501,0.237964,0.23853,0.124571,0.558031,4.164561,0.571766,0.137293,0.0,1.0,0.0,0.0,0.047325,0.033563,0.00356,0.183347,0.033631,0.02481,0.066264,0.047325,0.033563,0.00356,0.183347,0.033631,0.02481,0.066264,0.000813,0.037173,-0.088326,0.090972,-0.002993,-0.019955,0.016382,0.619201,0.719081,0.015859,3.044013,0.311534,0.157746,0.755314,89.0,0.0,89.0,89.0,89.0,89.0,89.0,0.0014,0.042876,-0.096259,0.183103,-0.001342,-0.022383,0.015673,0.00627,0.038061,-0.099234,0.133505,0.007479,-0.009448,0.024232,0.17391,0.691888,-0.999519,0.999993,0.194054,-0.451052,0.870148,0.010607,0.700667,-0.999777,1.0,-0.031009,-0.647286,0.717099,0.139671,0.463009,-0.962772,0.999498,0.112702,-0.113811,0.484566,0.714143,0.506078,-0.995249,1.0,0.95612,0.742854,0.991784,0.988764,0.105403,0.0,1.0,1.0,1.0,1.0,0.011236,0.105403,0.0,1.0,0.0,0.0,0.0
20260703_231939_jmltkn__outer02__inner00__aug03,20260703_231939_jmltkn__outer02__inner00__aug03,20260703_231939_jmltkn,user1,অ,train,2,0,100.0,1.0,1.032823,0.660081,0.681747,1.564691,0.139097,-0.087542,0.270619,0.192356,0.08174,-0.338368,0.230321,0.198127,0.148581,0.536495,4.045803,0.556689,0.137597,0.0,1.0,0.0,0.0,0.040867,0.028639,0.003272,0.134826,0.03206,0.020337,0.059983,0.040867,0.028639,0.003272,0.134826,0.03206,0.020337,0.059983,0.000654,0.032923,-0.121423,0.092306,0.001829,-0.016867,0.015334,0.473657,0.516631,0.000679,2.302385,0.338193,0.1069,0.574087,100.0,0.0,100.0,100.0,100.0,100.0,100.0,0.001486,0.036123,-0.086301,0.098152,0.001904,-0.021003,0.017624,0.005365,0.033609,-0.11623,0.082029,0.005047,-0.009761,0.022163,0.164971,0.678779,-0.991688,0.999605,0.204233,-0.491639,0.887845,0.06367,0.712734,-0.995396,1.0,0.06005,-0.609093,0.839977,0.110235,0.444997,-0.996891,0.999644,0.06399,-0.215168,0.480084,0.809713,0.36632,-0.668096,1.0,0.95001,0.841226,0.994588,0.99,0.099499,0.0,1.0,1.0,1.0,1.0,0.01,0.099499,0.0,1.0,0.0,0.0,0.0
20260704_230134_0i7e7o__outer02__inner00__aug01,20260704_230134_0i7e7o__outer02__inner00__aug01,20260704_230134_0i7e7o,user1,অ,train,2,0,121.0,2.0,0.951967,0.773946,0.736771,1.230017,0.082698,-0.132213,0.298548,0.248284,-0.00035,0.085189,0.337238,-0.322063,0.337588,-0.407252,4.828393,0.52898,0.109556,1.0,0.53719,0.0,0.0,0.040237,0.071999,0.002842,0.75835,0.025771,0.011932,0.047778,0.034202,0.029284,0.002842,0.168678,0.02572,0.011876,0.046637,-0.000259,0.095898,-0.732528,0.69322,0.00013,-0.013344,0.011123,0.706837,0.761578,0.000753,2.948403,0.431359,0.148691,0.962547,60.5,4.5,56.0,65.0,60.5,58.25,62.75,-0.00274,0.022647,-0.077975,0.039217,0.0,-0.016903,0.012383,-0.006314,0.037862,-0.16294,0.086637,0.0,-0.019846,0.013227,-0.018736,0.743485,-0.999998,0.999605,0.0,-0.837794,0.752418,0.098752,0.661155,-0.998978,1.0,0.063228,-0.424001,0.736046,0.103088,0.510174,-0.98551,0.999577,0.072683,-0.256305,0.503233,0.639236,0.566103,-0.981403,1.0,0.930357,0.578947,0.990985,0.983471,0.127498,0.0,1.0,1.0,1.0,1.0,0.016529,0.127498,0.0,1.0,0.0,0.0,0.0
20260704_230134_0i7e7o__outer02__inner00__aug02,20260704_230134_0i7e7o__outer02__inner00__aug02,20260704_230134_0i7e7o,user1,অ,train,2,0,109.0,2.0,0.999385,0.776152,0.775675,1.287615,0.031818,-0.14192,0.304146,0.258207,-0.061602,0.068103,0.306756,-0.336108,0.368358,-0.404211,5.049198,0.546877,0.10831,1.0,0.559633,0.0,0.0,0.046752,0.080128,0.002569,0.801592,0.03188,0.016125,0.053975,0.039697,0.033252,0.002569,0.177804,0.031858,0.015864,0.052824,-0.000365,0.110553,-0.79138,0.756128,0.00017,-0.014968,0.016497,0.773231,0.792233,0.000463,2.905617,0.538947,0.183233,0.997882,54.5,6.5,48.0,61.0,54.5,51.25,57.75,-0.002882,0.025812,-0.076864,0.068359,-0.000578,-0.01978,0.013965,-0.007565,0.043596,-0.173744,0.099868,-0.000362,-0.031058,0.015548,-0.06075,0.747315,-0.999999,0.999995,-0.092409,-0.833287,0.734486,0.008035,0.661638,-0.999538,1.0,-0.05438,-0.557466,0.651457,0.085482,0.521508,-0.999476,0.99179,0.05723,-0.211506,0.474142,0.618129,0.581926,-0.972278,1.0,0.90176,0.553573,0.985682,0.981651,0.134209,0.0,1.0,1.0,1.0,1.0,0.018349,0.134209,0.0,1.0,0.0,0.0,0.0
20260704_230134_0i7e7o__outer02__inner00__aug03,20260704_230134_0i7e7o__outer02__inner00__aug03,20260704_230134_0i7e7o,user1,অ,train,2,0,138.0,2.0,0.930197,0.727254,0.676489,1.279054,0.089985,-0.117293,0.289528,0.238613,-0.006774,0.09212,0.350566,-0.290632,0.35734,-0.382752,4.800048,0.523632,0.109089,1.0,0.536232,0.0,0.007353,0.035037,0.064344,0.001785,0.734132,0.024135,0.01188,0.041953,0.029896,0.023464,0.001785,0.126415,0.023998,0.011809,0.041927,-0.000357,0.087251,-0.721935,0.676738,-0.001361,-0.012974,0.011728,0.848685,0.814238,0.000132,3.058086,0.542197,0.224987,1.291755,69.0,5.0,64.0,74.0,69.0,66.5,71.5,-0.001859,0.018679,-0.069276,0.03523,0.0,-0.012061,0.00964,-0.005691,0.032228,-0.125416,0.068094,-4.6e-05,-0.017516,0.010237,-0.074522,0.730601,-0.999954,0.999768,-0.002312,-0.903062,0.607518,0.083793,0.673533,-0.999974,1.0,0.042262,-0.49727,0.796829,0.092113,0.566153,-0.999987,0.999937,0.089879,-0.358821,0.542458,0.546981,0.609753,-0.996511,1.0,0.868796,0.294691,0.983947,0.985507,0.11951,0.0,1.0,1.0,1.0,1.0,0.014493,0.11951,0.0,1.0,0.0,0.0,0.0
20260704_230207_s0bru0__outer02__inner00__aug01,20260704_230207_s0bru0__outer02__inner00__aug01,20260704_230207_s0bru0,user1,অ,train,2,0,149.0,4.0,0.964164,0.512386,0.494024,1.881714,0.039948,-0.040676,0.281803,0.161993,0.004694,0.008409,0.122029,0.212414,0.117335,0.204005,3.948501,0.235341,0.059603,3.0,0.812081,1.0,0.013793,0.026679,0.019318,0.001274,0.083769,0.022196,0.01142,0.037129,0.026694,0.019384,0.001274,0.083769,0.022179,0.011548,0.036826,-0.000286,0.019306,-0.055858,0.057065,-9.1e-05,-0.011216,0.010483,0.717241,0.747282,0.013279,2.870212,0.410907,0.189667,0.963904,37.25,48.776916,1.0,121.0,13.5,6.25,44.5,0.000489,0.024826,-0.063893,0.083737,0.001349,-0.012487,0.011459,0.000966,0.021014,-0.073399,0.074691,0.001103,-0.006832,0.012158,0.132735,0.649838,-0.99999,0.999992,0.11136,-0.384797,0.822759,0.08471,0.743583,-0.999346,1.0,0.154709,-0.688551,0.901211,0.000134,0.518049,-0.996658,0.99995,0.01363,-0.32473,0.370663,0.653093,0.552354,-0.963425,1.0,0.930098,0.620894,0.989754,0.973154,0.161632,0.0,1.0,1.0,1.0,1.0,0.026846,0.161632,0.0,1.0,0.0,0.0,0.0
